3.992123e+002,1.982457e+001
4.011409e+002,2.160034e+001
4.030695e+002,2.263216e+001
4.049980e+002,2.268359e+001
4.069266e+002,2.149125e+001
4.088552e+002,2.104485e+001
4.107837e+002,2.137437e+001
4.127123e+002,2.166001e+001
4.146408e+002,2.186535e+001
4.165694e+002,2.171355e+001
4.184980e+002,2.148610e+001
4.204265e+002,2.168891e+001
4.223551e+002,2.145257e+001
4.242837e+002,2.114860e+001
4.262122e+002,2.101547e+001
4.281408e+002,2.110188e+001
4.300693e+002,2.106208e+001
4.319979e+002,2.083338e+001
4.339265e+002,2.042196e+001
4.358550e+002,2.003970e+001
4.377836e+002,2.023207e+001
4.397122e+002,2.051944e+001
4.416407e+002,2.041339e+001
4.435693e+002,2.059871e+001
4.454978e+002,2.088809e+001
4.474264e+002,2.092050e+001
4.493549e+002,2.084492e+001
4.512835e+002,2.085923e+001
4.532121e+002,2.080342e+001
4.551407e+002,2.084714e+001
4.570692e+002,2.091982e+001
4.589978e+002,2.073631e+001
4.609263e+002,2.052695e+001
4.628549e+002,2.054178e+001
4.647834e+002,2.041875e+001
4.667120e+002,2.028221e+001
4.686406e+002,2.022971e+001
4.705691e+002,1.997193e+001
4.724977e+002,1.973667e+001
4.744263e+002,1.956009e+001
4.763548e+002,1.949574e+001
4.782834e+002,1.960317e+001
4.802119e+002,1.944735e+001
4.821405e+002,1.931270e+001
4.840691e+002,1.940918e+001
4.859976e+002,1.928970e+001
4.879262e+002,1.912877e+001
4.898548e+002,1.902814e+001
4.917833e+002,1.898064e+001
4.937119e+002,1.884091e+001
4.956404e+002,1.884316e+001
4.975690e+002,1.897749e+001
4.994976e+002,1.892303e+001
5.014261e+002,1.881340e+001
5.033547e+002,1.864960e+001
5.052833e+002,1.840345e+001
5.072118e+002,1.818233e+001
5.091404e+002,1.807077e+001
5.110689e+002,1.786275e+001
5.129975e+002,1.762948e+001
5.149261e+002,1.742468e+001
5.168546e+002,1.731704e+001
5.187832e+002,1.709994e+001
