3.992123e+002,4.681271e+001
4.011409e+002,4.396840e+001
4.030695e+002,4.224283e+001
4.049980e+002,4.267437e+001
4.069266e+002,4.325381e+001
4.088552e+002,4.303672e+001
4.107837e+002,4.212838e+001
4.127123e+002,4.184864e+001
4.146408e+002,4.215390e+001
4.165694e+002,4.229268e+001
4.184980e+002,4.199132e+001
4.204265e+002,4.166789e+001
4.223551e+002,4.147911e+001
4.242837e+002,4.136720e+001
4.262122e+002,4.132160e+001
4.281408e+002,4.108218e+001
4.300693e+002,4.082397e+001
4.319979e+002,4.068301e+001
4.339265e+002,4.054494e+001
4.358550e+002,4.084737e+001
4.377836e+002,4.078392e+001
4.397121e+002,4.029717e+001
4.416407e+002,4.011597e+001
4.435693e+002,4.027924e+001
4.454978e+002,4.029010e+001
4.474264e+002,4.017893e+001
4.493549e+002,4.016175e+001
4.512835e+002,3.993336e+001
4.532121e+002,3.975602e+001
4.551406e+002,3.957518e+001
4.570692e+002,3.930061e+001
4.589978e+002,3.909383e+001
4.609263e+002,3.907413e+001
4.628549e+002,3.885450e+001
4.647834e+002,3.858249e+001
4.667120e+002,3.851373e+001
4.686406e+002,3.844060e+001
4.705691e+002,3.834566e+001
4.724977e+002,3.835797e+001
4.744263e+002,3.821755e+001
4.763548e+002,3.814313e+001
4.782834e+002,3.830348e+001
4.802119e+002,3.836459e+001
4.821405e+002,3.843899e+001
4.840691e+002,3.862612e+001
4.859976e+002,3.865084e+001
4.879262e+002,3.868491e+001
4.898548e+002,3.870520e+001
4.917833e+002,3.855954e+001
4.937119e+002,3.847544e+001
4.956404e+002,3.844700e+001
4.975690e+002,3.837863e+001
4.994976e+002,3.835718e+001
5.014261e+002,3.817568e+001
5.033547e+002,3.812121e+001
5.052832e+002,3.812052e+001
5.072118e+002,3.798878e+001
5.091404e+002,3.775777e+001
5.110689e+002,3.757291e+001
5.129975e+002,3.734218e+001
5.149261e+002,3.708958e+001
5.168546e+002,3.692279e+001
5.187832e+002,3.680097e+001
5.207117e+002,3.674335e+001
5.226403e+002,3.674736e+001
5.245688e+002,3.676103e+001
5.264974e+002,3.666612e+001
5.284260e+002,3.656388e+001
5.303546e+002,3.662193e+001
5.322831e+002,3.670217e+001
5.342117e+002,3.672485e+001
5.361403e+002,3.672397e+001
5.380688e+002,3.682998e+001
5.399974e+002,3.708125e+001
5.419259e+002,3.736628e+001
5.438545e+002,3.754524e+001
5.457830e+002,3.767328e+001
5.477116e+002,3.775068e+001
5.496402e+002,3.781244e+001
5.515687e+002,3.784518e+001
5.534973e+002,3.784694e+001
5.554258e+002,3.783642e+001
5.573544e+002,3.781411e+001
5.592830e+002,3.780722e+001
5.612115e+002,3.780442e+001
5.631401e+002,3.787491e+001
5.650687e+002,3.792311e+001
5.669973e+002,3.794556e+001
5.689258e+002,3.793853e+001
5.708544e+002,3.791517e+001
5.727829e+002,3.797248e+001
5.747115e+002,3.790174e+001
5.766400e+002,3.785326e+001
5.785686e+002,3.781564e+001
5.804972e+002,3.784524e+001
5.824257e+002,3.805637e+001
5.843543e+002,3.829097e+001
5.862828e+002,3.834870e+001
5.882114e+002,3.836509e+001
5.901400e+002,3.840090e+001
5.920685e+002,3.849295e+001
5.939971e+002,3.856871e+001
5.959257e+002,3.857654e+001
5.978542e+002,3.857442e+001
5.997828e+002,3.856480e+001
6.017114e+002,3.854052e+001
6.036399e+002,3.849373e+001
6.055685e+002,3.852201e+001
6.074970e+002,3.862463e+001
6.094256e+002,3.866499e+001
6.113541e+002,3.875026e+001
6.132827e+002,3.884677e+001
6.152113e+002,3.891563e+001
6.171398e+002,3.892985e+001
6.190684e+002,3.893232e+001
6.209969e+002,3.897947e+001
